topic,response_type,model1,model2,jsd
acceptance,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.333
acceptance,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.367
acceptance,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.455
acceptance,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.414
acceptance,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.406
acceptance,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.412
acceptance,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.508
acceptance,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.386
acceptance,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.392
acceptance,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.513
acceptance,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.384
acceptance,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.425
acceptance,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.384
acceptance,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.491
acceptance,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.387
acceptance,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.407
acceptance,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.502
acceptance,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.327
acceptance,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.353
acceptance,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.411
acceptance,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.377
acceptance,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.352
acceptance,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.359
acceptance,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.415
acceptance,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.457
acceptance,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.371
acceptance,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.33
acceptance,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.431
acceptance,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.499
acceptance,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.496
acceptance,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.452
acceptance,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.439
acceptance,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.52
acceptance,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.328
acceptance,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.416
acceptance,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.402
acceptance,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.33
acceptance,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.434
acceptance,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.428
acceptance,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.427
acceptance,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.371
acceptance,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.416
acceptance,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.388
acceptance,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.474
acceptance,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.428
acceptance,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.473
acceptance,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.422
acceptance,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.48
acceptance,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.444
acceptance,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.445
acceptance,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.388
acceptance,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.46
acceptance,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.406
acceptance,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.39
acceptance,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.469
acceptance,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.479
acceptance,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.436
acceptance,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.388
acceptance,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.434
acceptance,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.489
acceptance,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.477
acceptance,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.449
acceptance,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.532
acceptance,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.555
acceptance,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.547
acceptance,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.435
acceptance,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.438
acceptance,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.442
acceptance,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.504
acceptance,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.424
acceptance,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.42
affirmative-action,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.434
affirmative-action,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.393
affirmative-action,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.53
affirmative-action,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.382
affirmative-action,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.461
affirmative-action,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.407
affirmative-action,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.415
affirmative-action,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.402
affirmative-action,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.532
affirmative-action,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.35
affirmative-action,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.483
affirmative-action,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.41
affirmative-action,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.455
affirmative-action,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.47
affirmative-action,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.375
affirmative-action,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.434
affirmative-action,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.461
affirmative-action,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.456
affirmative-action,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.529
affirmative-action,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.579
affirmative-action,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.518
affirmative-action,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.458
affirmative-action,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.479
affirmative-action,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.412
affirmative-action,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.438
affirmative-action,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.425
affirmative-action,authority,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.401
affirmative-action,authority,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.417
affirmative-action,base,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.379
affirmative-action,base,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.43
affirmative-action,base,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.396
affirmative-action,base,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.443
affirmative-action,base,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.488
affirmative-action,base,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.39
affirmative-action,base,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.422
affirmative-action,base,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.33
affirmative-action,base,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.336
affirmative-action,base,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.299
affirmative-action,base,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.424
affirmative-action,base,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.375
affirmative-action,base,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.399
affirmative-action,base,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.404
affirmative-action,base,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.409
affirmative-action,base,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.392
affirmative-action,base,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.396
affirmative-action,base,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.429
affirmative-action,base,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.38
affirmative-action,base,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.457
affirmative-action,base,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.441
affirmative-action,base,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.463
affirmative-action,base,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.494
affirmative-action,base,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.442
affirmative-action,base,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.459
affirmative-action,base,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.403
affirmative-action,base,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.461
affirmative-action,base,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.336
affirmative-action,care,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.466
affirmative-action,care,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.437
affirmative-action,care,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.36
affirmative-action,care,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.444
affirmative-action,care,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.375
affirmative-action,care,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.416
affirmative-action,care,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.391
affirmative-action,care,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.381
affirmative-action,care,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.462
affirmative-action,care,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.401
affirmative-action,care,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.496
affirmative-action,care,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.436
affirmative-action,care,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.306
affirmative-action,care,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.437
affirmative-action,care,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.423
affirmative-action,care,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.473
affirmative-action,care,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.433
affirmative-action,care,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.404
affirmative-action,care,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.415
affirmative-action,care,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.45
affirmative-action,care,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.406
affirmative-action,care,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.39
affirmative-action,care,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.473
affirmative-action,care,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.417
affirmative-action,care,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.391
affirmative-action,care,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.329
affirmative-action,care,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.333
affirmative-action,care,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.419
affirmative-action,equality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.518
affirmative-action,equality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.61
affirmative-action,equality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.466
affirmative-action,equality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.483
affirmative-action,equality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.578
affirmative-action,equality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.51
affirmative-action,equality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.418
affirmative-action,equality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.459
affirmative-action,equality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.516
affirmative-action,equality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.339
affirmative-action,equality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.433
affirmative-action,equality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.438
affirmative-action,equality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.517
affirmative-action,equality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.576
affirmative-action,equality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.51
affirmative-action,equality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.535
affirmative-action,equality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.518
affirmative-action,equality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.586
affirmative-action,equality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.401
affirmative-action,equality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.557
affirmative-action,equality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.461
affirmative-action,equality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.4
affirmative-action,equality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.476
affirmative-action,equality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.403
affirmative-action,equality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.455
affirmative-action,equality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.44
affirmative-action,equality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.554
affirmative-action,equality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.514
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.463
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.542
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.484
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.463
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.485
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.453
affirmative-action,loyalty,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.48
affirmative-action,loyalty,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.382
affirmative-action,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.518
affirmative-action,loyalty,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.375
affirmative-action,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.436
affirmative-action,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.391
affirmative-action,loyalty,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.536
affirmative-action,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.57
affirmative-action,loyalty,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.349
affirmative-action,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.474
affirmative-action,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.465
affirmative-action,loyalty,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.591
affirmative-action,loyalty,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.533
affirmative-action,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.546
affirmative-action,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.501
affirmative-action,loyalty,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.483
affirmative-action,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.405
affirmative-action,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.397
affirmative-action,loyalty,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.505
affirmative-action,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.451
affirmative-action,loyalty,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.555
affirmative-action,loyalty,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.464
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.51
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.516
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.41
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.416
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.522
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.693
affirmative-action,proportionality,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.416
affirmative-action,proportionality,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.443
affirmative-action,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.549
affirmative-action,proportionality,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.457
affirmative-action,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.415
affirmative-action,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.693
affirmative-action,proportionality,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.483
affirmative-action,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.535
affirmative-action,proportionality,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.446
affirmative-action,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.435
affirmative-action,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.693
affirmative-action,proportionality,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.524
affirmative-action,proportionality,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.484
affirmative-action,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.61
affirmative-action,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.693
affirmative-action,proportionality,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.445
affirmative-action,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.47
affirmative-action,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.693
affirmative-action,proportionality,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.424
affirmative-action,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.693
affirmative-action,proportionality,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.466
affirmative-action,proportionality,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.693
affirmative-action,purity,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.483
affirmative-action,purity,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.501
affirmative-action,purity,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.554
affirmative-action,purity,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.516
affirmative-action,purity,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.473
affirmative-action,purity,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.52
affirmative-action,purity,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.451
affirmative-action,purity,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.356
affirmative-action,purity,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.584
affirmative-action,purity,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.486
affirmative-action,purity,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.439
affirmative-action,purity,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.493
affirmative-action,purity,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.429
affirmative-action,purity,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.514
affirmative-action,purity,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.529
affirmative-action,purity,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.489
affirmative-action,purity,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.513
affirmative-action,purity,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.484
affirmative-action,purity,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.538
affirmative-action,purity,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.582
affirmative-action,purity,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.56
affirmative-action,purity,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.542
affirmative-action,purity,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.481
affirmative-action,purity,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.548
affirmative-action,purity,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.487
affirmative-action,purity,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.497
affirmative-action,purity,Qwen2.5-14B-Instruct,Qwen2.5-7B-Instruct,0.459
affirmative-action,purity,Qwen2.5-72B-Instruct,Qwen2.5-7B-Instruct,0.503
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Llama-3.1-70B-Instruct,0.435
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Llama-3.1-8B-Instruct,0.392
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Llama-3.2-1B-Instruct,0.46
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Llama-3.2-3B-Instruct,0.396
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Qwen2.5-14B-Instruct,0.661
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Qwen2.5-72B-Instruct,0.412
american-israeli-relationship,authority,Apertus-8B-Instruct-2509,Qwen2.5-7B-Instruct,0.396
american-israeli-relationship,authority,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,0.354
american-israeli-relationship,authority,Llama-3.1-70B-Instruct,Llama-3.2-1B-Instruct,0.419
american-israeli-relationship,authority,Llama-3.1-70B-Instruct,Llama-3.2-3B-Instruct,0.388
american-israeli-relationship,authority,Llama-3.1-70B-Instruct,Qwen2.5-14B-Instruct,0.664
american-israeli-relationship,authority,Llama-3.1-70B-Instruct,Qwen2.5-72B-Instruct,0.433
american-israeli-relationship,authority,Llama-3.1-70B-Instruct,Qwen2.5-7B-Instruct,0.416
american-israeli-relationship,authority,Llama-3.1-8B-Instruct,Llama-3.2-1B-Instruct,0.396
american-israeli-relationship,authority,Llama-3.1-8B-Instruct,Llama-3.2-3B-Instruct,0.359
american-israeli-relationship,authority,Llama-3.1-8B-Instruct,Qwen2.5-14B-Instruct,0.656
american-israeli-relationship,authority,Llama-3.1-8B-Instruct,Qwen2.5-72B-Instruct,0.457
american-israeli-relationship,authority,Llama-3.1-8B-Instruct,Qwen2.5-7B-Instruct,0.376
american-israeli-relationship,authority,Llama-3.2-1B-Instruct,Llama-3.2-3B-Instruct,0.462
american-israeli-relationship,authority,Llama-3.2-1B-Instruct,Qwen2.5-14B-Instruct,0.673
american-israeli-relationship,authority,Llama-3.2-1B-Instruct,Qwen2.5-72B-Instruct,0.467
american-israeli-relationship,authority,Llama-3.2-1B-Instruct,Qwen2.5-7B-Instruct,0.457
american-israeli-relationship,authority,Llama-3.2-3B-Instruct,Qwen2.5-14B-Instruct,0.66
american-israeli-relationship,authority,Llama-3.2-3B-Instruct,Qwen2.5-72B-Instruct,0.462
american-israeli-relationship,authority,Llama-3.2-3B-Instruct,Qwen2.5-7B-Instruct,0.426
american-israeli-relationship,authority,Qwen2.5-14B-Instruct,Qwen2.5-72B-Instruct,0.67
